increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification
1,elastic,1,3,1|1|2,mixed,1.0,4e-05,-0.15447044372558594,-6.43626848856608e-13,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.5,2e-05,4.9005584716796875,2.04189936319987e-11,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.25,1e-05,-14.4437255859375,-6.018218994140625e-11,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.125,5e-06,312.1630859375,1.3006795247395834e-09,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.0625,2.5e-06,1636.1015625,6.81708984375e-09,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,16.0,0.00064,-196958439822.5238,-0.8206601659271826,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,8.0,0.00032,259484796594.01505,1.0811866524750626,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,4.0,0.00016,25074793898.79273,0.10447830791163638,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,2.0,8e-05,-12411661.185872436,-5.1715254941135154e-05,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,1.0,4e-05,0.010915756225585938,4.548231760660807e-14,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.5,2e-05,0.34951019287109375,1.4562924702962242e-12,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.25,1e-05,0.28363800048828125,1.1818250020345052e-12,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.125,5e-06,3.9256591796875,1.6356913248697917e-11,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.0625,2.5e-06,8.0140380859375,3.339182535807292e-11,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,16.0,0.00064,-18149638930.05748,-0.07562349554190617,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,8.0,0.00032,20356563524.585163,0.08481901468577152,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,4.0,0.00016,-1005853363.1596018,-0.004191055679831674,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,2.0,8e-05,-2260776.72039783,-9.419903001657626e-06,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,1.0,4e-05,0.07885622978210449,3.2856762409210205e-13,False,0.0,expected_zero_independently_supported
