increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification
1,elastic,4,4,1|1|1|1,repeated,16.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,8.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,4.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,2.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,1.0,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,0.5,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,0.25,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,0.125,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|1|1,repeated,0.0625,1.25e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,16.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,8.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,4.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,2.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,1.0,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,0.5,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,0.25,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,0.125,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,4,1|1|1|1,repeated,0.0625,1.25e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,16.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,8.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,4.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,2.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,1.0,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,0.5,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,0.25,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,0.125,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,4,1|1|1|1,repeated,0.0625,1.25e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,16.0,0.00032,500432143.7370983,0.002001728574948393,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,8.0,0.00016,-5.402391746451046e-68,-2.1609566985804187e-79,False,0.0,expected_zero_independently_supported
