source_id,repository,cache_path,acquisition_url,url_provenance,commit,license_spdx,sha256,bytes,source_form,is_umat,entry_interface,entry_routine,entry_line,entry_evidence,classification_basis,refusal_class,refusal_class_confident,duplicate_of,companion_files,terminal_state,kind,reason,stage,attempted,transformed,compiled,ntens,ntens_provenance,element_type,formulation,kinematics,deck,material_provenance,props_count,nstatv,activated,activation_amplitude,time_dependent,response_character,worst_stress_relative,worst_state_relative,primal_increments,precision_control,tangent_states_checked,tangent_states_agreeing,worst_tangent_relative,tangent_plateau,missing_companions,compile_defect,key,seconds
JuliaFEM__UMAT.jl/umat_models/drucker_prager_plasticity.f90,JuliaFEM/UMAT.jl,JuliaFEM__UMAT.jl/umat_models/drucker_prager_plasticity.f90,https://github.com/JuliaFEM/UMAT.jl/blob/091d34e317da0ac34271168de1288157718af5fd/umat_models/drucker_prager_plasticity.f90,"reconstructed from the commit the acquisition pinned (091d34e317da), whose owner/repo was recorded in an acquisition URL",091d34e317da0ac34271168de1288157718af5fd,MIT,ddebcab1aab02dc24d2b671ba0c7f4c5790df7a198e8316ced5fa03390ad202f,33173,free,True,UMAT,umat,177,"subroutine umat(stress, statev, ddsdde, sse, spd, scd, rpl,           &",SUBROUTINE umat at line 177 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as free form,genuine_umat,True,,,transform_refused,internal,"DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(K2,K1)=0.0; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(K2,K1)=ELAM; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(K1,K1)=EG2+ELAM; DDSDDE assignment is not",,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,,,,
JuliaFEM__UMAT.jl/umat_models/gurson_porous_plasticity.f90,JuliaFEM/UMAT.jl,JuliaFEM__UMAT.jl/umat_models/gurson_porous_plasticity.f90,https://github.com/JuliaFEM/UMAT.jl/blob/091d34e317da0ac34271168de1288157718af5fd/umat_models/gurson_porous_plasticity.f90,"reconstructed from the commit the acquisition pinned (091d34e317da), whose owner/repo was recorded in an acquisition URL",091d34e317da0ac34271168de1288157718af5fd,MIT,4073479022732281453ae1993d12527f22764f4cec51c2e476d036823ed96a58,33420,free,True,UMAT,UMAT,3,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,&",SUBROUTINE UMAT at line 3 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as free form,genuine_umat,True,,,transform_refused,internal,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call LOADPROPS at lines [50], rewriting ['B', 'C', 'EE', 'EN', 'F0', 'FC', 'FF', 'FN', 'GA', 'NU', 'QINF', 'SN', 'SYIELD'], but helper lifting is not yet safe here: Helper lifting for LINEARSOLVE reached",,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,,,,
KianAbd__vCANN_FEM/Abaqus/umat.f90,KianAbd/vCANN_FEM,KianAbd__vCANN_FEM/Abaqus/umat.f90,https://github.com/KianAbd/vCANN_FEM/blob/1c1310a0c3ad369ecd913147d80d76d2374bbc2b/Abaqus/umat.f90,"reconstructed from the commit the acquisition pinned (1c1310a0c3ad), whose owner/repo was recorded in an acquisition URL",1c1310a0c3ad369ecd913147d80d76d2374bbc2b,MIT,ae6c563ed5ea1aecf2a15d0d07cb3e6595d33b028aca737dba5000319f5d2904,91786,free,True,UMAT,UMAT,9,"subroutine UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD, &","SUBROUTINE UMAT at line 9 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's; the offline compile failed, but every diagnostic is one an unresolved USE or INCLUDE would also produce, so it settles nothing about the file",genuine_umat,False,,KianAbd__vCANN_FEM/TensorFlow/hessian_and_third_derivative.f90; KianAbd__vCANN_FEM/Abaqus/umat_vCANN.f90,transform_refused,internal,"TAU is declared with a deferred shape (:, :) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
KianAbd__vCANN_FEM/Abaqus/umat_vCANN.f90,KianAbd/vCANN_FEM,KianAbd__vCANN_FEM/Abaqus/umat_vCANN.f90,https://github.com/KianAbd/vCANN_FEM/blob/1c1310a0c3ad369ecd913147d80d76d2374bbc2b/Abaqus/umat_vCANN.f90,"reconstructed from the commit the acquisition pinned (1c1310a0c3ad), whose owner/repo was recorded in an acquisition URL",1c1310a0c3ad369ecd913147d80d76d2374bbc2b,MIT,b8213b255742a0a5b38479f7b698b88585e7ec5c51f8a2af184dd1c30f7dc25f,140693,free,True,UMAT,UMAT,896,"subroutine UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD, &","SUBROUTINE UMAT at line 896 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,KianAbd__vCANN_FEM/TensorFlow/hessian_and_third_derivative.f90,missing_material_data,external,"no material constants are published for this source: its repository (KianAbd/vCANN_FEM) contains no .inp file at all, and no document in it carries a *MATERIAL or *USER MATERIAL block naming this routine. Searched: every .inp in the repository, and every .md, .rst and .txt in it for an embedded material block",needs_material_data,True,True,False,,,,,finite,,,0,,,,,,,,,,,,,,,,628174eb84d7eda571a0027a,0.1
KianAbd__vCANN_FEM/Abaqus/umat_vCANN.for,KianAbd/vCANN_FEM,KianAbd__vCANN_FEM/Abaqus/umat_vCANN.for,https://github.com/KianAbd/vCANN_FEM/blob/1c1310a0c3ad369ecd913147d80d76d2374bbc2b/Abaqus/umat_vCANN.for,"reconstructed from the commit the acquisition pinned (1c1310a0c3ad), whose owner/repo was recorded in an acquisition URL",1c1310a0c3ad369ecd913147d80d76d2374bbc2b,MIT,649b582e76a3acfa027504db8aab1684353b5eb3865174d63d99f660362f8436,122017,free,True,UMAT,UMAT,578,"subroutine UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD, &","SUBROUTINE UMAT at line 578 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,KianAbd__vCANN_FEM/TensorFlow/hessian_and_third_derivative.f90,missing_material_data,external,"no material constants are published for this source: its repository (KianAbd/vCANN_FEM) contains no .inp file at all, and no document in it carries a *MATERIAL or *USER MATERIAL block naming this routine. Searched: every .inp in the repository, and every .md, .rst and .txt in it for an embedded material block",needs_material_data,True,True,False,,,,,finite,,,0,,,,,,,,,,,,,,,,c64d4d57ad20f40789472773,0.0
KianAbd__vCANN_FEM/TensorFlow/Results_Liao_Thermo/20260601-103627/UMAT/umat_vCANN.for,KianAbd/vCANN_FEM,KianAbd__vCANN_FEM/TensorFlow/Results_Liao_Thermo/20260601-103627/UMAT/umat_vCANN.for,https://github.com/KianAbd/vCANN_FEM/blob/1c1310a0c3ad369ecd913147d80d76d2374bbc2b/TensorFlow/Results_Liao_Thermo/20260601-103627/UMAT/umat_vCANN.for,"reconstructed from the commit the acquisition pinned (1c1310a0c3ad), whose owner/repo was recorded in an acquisition URL",1c1310a0c3ad369ecd913147d80d76d2374bbc2b,MIT,b8213b255742a0a5b38479f7b698b88585e7ec5c51f8a2af184dd1c30f7dc25f,140693,free,True,UMAT,UMAT,896,"subroutine UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD, &","line-for-line identical to KianAbd__vCANN_FEM/Abaqus/umat_vCANN.f90, which carries the same answer; as a file it is genuine_umat: SUBROUTINE UMAT at line 896 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,KianAbd__vCANN_FEM/Abaqus/umat_vCANN.f90,KianAbd__vCANN_FEM/TensorFlow/hessian_and_third_derivative.f90,missing_material_data,external,"no material constants are published for this source: its repository (KianAbd/vCANN_FEM) contains no .inp file at all, and no document in it carries a *MATERIAL or *USER MATERIAL block naming this routine. Searched: every .inp in the repository, and every .md, .rst and .txt in it for an embedded material block",needs_material_data,True,True,False,,,,,finite,,,0,,,,,,,,,,,,,,,,7bdf5eee2a1577ddd1fffbb8,0.0
KnutAM__MaterialModels/models/CrystalPlasticity/src/taylor_model.f90,KnutAM/MaterialModels,KnutAM__MaterialModels/models/CrystalPlasticity/src/taylor_model.f90,https://github.com/KnutAM/MaterialModels/blob/50fce6ae965c711f2b1d9977470c368770b35572/models/CrystalPlasticity/src/taylor_model.f90,"reconstructed from the commit the acquisition pinned (50fce6ae965c), whose owner/repo was derived from the cache directory name",50fce6ae965c711f2b1d9977470c368770b35572,MIT,12bc1551b007958ebc55bf8483f381dd4a1258006b9becc4ef00d3de45772bae,7146,free,True,UMAT,UMAT,60,"SUBROUTINE UMAT(stress,statev,ddsdde,sse,spd,scd, &",SUBROUTINE UMAT at line 60 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as free form,genuine_umat,True,,KnutAM__MaterialModels/models/umat_utils/tensors_module.f90; KnutAM__MaterialModels/models/CrystalPlasticity/src/rand16384mod.f90; KnutAM__MaterialModels/models/CrystalPlasticity/src/crystal_orientations_mod.f90,transform_refused,internal,"QROT is declared with a deferred shape (:, :) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
KnutAM__MaterialModels/models/GenFiniteStrain/src/GeneralFiniteStrain.for,KnutAM/MaterialModels,KnutAM__MaterialModels/models/GenFiniteStrain/src/GeneralFiniteStrain.for,https://github.com/KnutAM/MaterialModels/blob/50fce6ae965c711f2b1d9977470c368770b35572/models/GenFiniteStrain/src/GeneralFiniteStrain.for,"reconstructed from the commit the acquisition pinned (50fce6ae965c), whose owner/repo was derived from the cache directory name",50fce6ae965c711f2b1d9977470c368770b35572,MIT,b378577f656a9064e4af1f07ec83503cfb9133b5a118786713230b116982c764,7282,free,True,UMAT,UMAT,65,"SUBROUTINE UMAT(stress,statev,ddsdde,sse,spd,scd, &",this file presents a UMAT but USEs or INCLUDEs what was never published beside it: module _el_stiff; ifort -syntax-only accepted the published text as free form,missing_external_dependency,True,,KnutAM__MaterialModels/models/umat_utils/tensors_module.f90; KnutAM__MaterialModels/models/GenFiniteStrain/src/smsutility.f90; KnutAM__MaterialModels/models/GenFiniteStrain/AceGen/GFS_AG_FE1_EV1_SC1.f90; KnutAM__MaterialModels/models/GenFiniteStrain/src/GFS_module.f90; KnutAM__MaterialModels/models/umat_utils/SolveMatrixEquation.f90,external_dependency_unavailable,external,"NEWTON_TOLERANCE_OTI is passed to SME_SETPARAM, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; X0_OTI is passed ",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,module _el_stiff,,,
KnutAM__MaterialModels/models/GenSmallStrain/src/GeneralSmallStrain.f90,KnutAM/MaterialModels,KnutAM__MaterialModels/models/GenSmallStrain/src/GeneralSmallStrain.f90,https://github.com/KnutAM/MaterialModels/blob/50fce6ae965c711f2b1d9977470c368770b35572/models/GenSmallStrain/src/GeneralSmallStrain.f90,"reconstructed from the commit the acquisition pinned (50fce6ae965c), whose owner/repo was derived from the cache directory name",50fce6ae965c711f2b1d9977470c368770b35572,MIT,a4c6a635920537f2a4d37bae0ad3af13de3899f3441b97dd6fd14da1e329c9b3,7207,free,True,UMAT,UMAT,74,"SUBROUTINE UMAT(stress,statev,ddsdde,sse,spd,scd, &",SUBROUTINE UMAT at line 74 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as free form,genuine_umat,True,,KnutAM__MaterialModels/models/umat_utils/SolveMatrixEquation.f90; KnutAM__MaterialModels/models/GenFiniteStrain/src/smsutility.f90; KnutAM__MaterialModels/models/GenSmallStrain/src/chaboche_acegen_mod.f90; KnutAM__MaterialModels/models/GenSmallStrain/src/chaboche.f90; KnutAM__MaterialModels/models/GenSmallStrain/src/gss_module.f90,transform_refused,internal,"MPAR is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; PARAM is decl",,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,,,,
KnutAM__MaterialModels/models/MM2021/src/umat.f90,KnutAM/MaterialModels,KnutAM__MaterialModels/models/MM2021/src/umat.f90,https://github.com/KnutAM/MaterialModels/blob/50fce6ae965c711f2b1d9977470c368770b35572/models/MM2021/src/umat.f90,"reconstructed from the commit the acquisition pinned (50fce6ae965c), whose owner/repo was derived from the cache directory name",50fce6ae965c711f2b1d9977470c368770b35572,MIT,90bc3537655547da0e0226a75a288d1cd9a30cdfe3e330aa56624f6437d16dbd,6340,free,True,UMAT,umat,56,"SUBROUTINE umat(stress,statev,ddsdde,sse,spd,scd, &","SUBROUTINE umat at line 56 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's; the offline compile failed, but every diagnostic is one an unresolved USE or INCLUDE would also produce, so it settles nothing about the file",genuine_umat,False,,KnutAM__MaterialModels/models/umat_utils/SolveMatrixEquation.f90; KnutAM__MaterialModels/models/GenFiniteStrain/src/smsutility.f90; KnutAM__MaterialModels/models/CrystalPlasticity/src/Hutchinson1976exp_Lindfeldt_AF_bcc.f90; KnutAM__MaterialModels/models/CrystalPlasticity/src/umat_module.f90; KnutAM__MaterialModels/models/GenSmallStrain/src/chaboche_acegen_mod.f90,transform_refused,internal,"PARAM is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
KnutAM__MaterialModels/models/Qin2018/src/umat.f90,KnutAM/MaterialModels,KnutAM__MaterialModels/models/Qin2018/src/umat.f90,https://github.com/KnutAM/MaterialModels/blob/50fce6ae965c711f2b1d9977470c368770b35572/models/Qin2018/src/umat.f90,"reconstructed from the commit the acquisition pinned (50fce6ae965c), whose owner/repo was derived from the cache directory name",50fce6ae965c711f2b1d9977470c368770b35572,MIT,64d1d6a6ab72bb5091e5b0335ccba04820624bbbf78e318b5b49086d4e6bd52a,6336,free,True,UMAT,umat,56,"SUBROUTINE umat(stress,statev,ddsdde,sse,spd,scd, &","SUBROUTINE umat at line 56 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's; the offline compile failed, but every diagnostic is one an unresolved USE or INCLUDE would also produce, so it settles nothing about the file",genuine_umat,False,,KnutAM__MaterialModels/models/umat_utils/SolveMatrixEquation.f90; KnutAM__MaterialModels/models/GenFiniteStrain/src/smsutility.f90; KnutAM__MaterialModels/models/CrystalPlasticity/src/Hutchinson1976exp_Lindfeldt_AF_bcc.f90; KnutAM__MaterialModels/models/CrystalPlasticity/src/umat_module.f90; KnutAM__MaterialModels/models/GenSmallStrain/src/chaboche_acegen_mod.f90,transform_refused,internal,"PARAM is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
LallyLabTCD__localBasisAbaqus/Case studies/umat_MA_global.for,LallyLabTCD/localBasisAbaqus,LallyLabTCD__localBasisAbaqus/Case studies/umat_MA_global.for,https://github.com/LallyLabTCD/localBasisAbaqus/blob/eaaaa39ea8c2fd5748372ae1410357aee6f40e8d/Case%20studies/umat_MA_global.for,"reconstructed from the commit the acquisition pinned (eaaaa39ea8c2), whose owner/repo was recorded in an acquisition URL",eaaaa39ea8c2fd5748372ae1410357aee6f40e8d,MIT,8986557939d84e3ff97a88dcb687323f34d1d01851cb1c8ccd0abd109edf9f53,4750,fixed,True,UMAT,UMAT,1,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,",SUBROUTINE UMAT at line 1 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"DFGRD1_OTI is passed to KSTRESS_CALC, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; XKIRCH_OTI is passed to KST",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
LallyLabTCD__localBasisAbaqus/Case studies/umat_MA_local.for,LallyLabTCD/localBasisAbaqus,LallyLabTCD__localBasisAbaqus/Case studies/umat_MA_local.for,https://github.com/LallyLabTCD/localBasisAbaqus/blob/eaaaa39ea8c2fd5748372ae1410357aee6f40e8d/Case%20studies/umat_MA_local.for,"reconstructed from the commit the acquisition pinned (eaaaa39ea8c2), whose owner/repo was recorded in an acquisition URL",eaaaa39ea8c2fd5748372ae1410357aee6f40e8d,MIT,bfe2d9409d6ee9548bb041611e231cb3328cffaf0a38372cf3a6656a9904c08b,6077,fixed,True,UMAT,UMAT,9,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,",SUBROUTINE UMAT at line 9 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"DFGRD1_OTI is passed to KPOLARDECOMP, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; U_OTI is passed to KPOLARDE",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
