model,increment,array,component,parameter,props_index,oti_direction,oti,reference,absolute_error,relative_error,judged_by,agrees,branch,branch_crossing
m3_j2,9,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,9,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,1,E,1,1,0.001346153846153846,0.0013461538461542876,4.414871246360974e-16,3.279618640152791e-13,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,1,nu,2,2,792.1597633136093,792.1597829560293,1.964241994301119e-05,2.479603277726798e-08,relative,True,elastic,False
m3_j2,10,DSIGMA_DP,1,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,1,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,2,E,1,1,0.0005769230769230769,0.0005769230769234111,3.34259529777281e-16,5.793831849469515e-13,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,2,nu,2,2,916.4201183431952,916.4201380511845,1.9707989281414484e-05,2.1505408341772756e-08,relative,True,elastic,False
m3_j2,10,DSIGMA_DP,2,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,2,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,3,E,1,1,0.0005769230769230769,0.0005769230769234111,3.34259529777281e-16,5.793831849469515e-13,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,3,nu,2,2,916.4201183431952,916.4201380511845,1.9707989281414484e-05,2.1505408341772756e-08,relative,True,elastic,False
m3_j2,10,DSIGMA_DP,3,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,3,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,10,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,1,E,1,1,0.00148076923076923,0.0014807692307697163,4.863730945769973e-16,3.284597521817606e-13,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,1,nu,2,2,871.3757396449703,871.3757612516322,2.160666190320626e-05,2.479603273812752e-08,relative,True,elastic,False
m3_j2,11,DSIGMA_DP,1,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,1,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,2,E,1,1,0.0006346153846153845,0.0006346153846157861,4.0158848468863084e-16,6.328060970847149e-13,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,2,nu,2,2,1008.062130177515,1008.062151856374,2.1678859070561884e-05,2.150547863605401e-08,relative,True,elastic,False
m3_j2,11,DSIGMA_DP,2,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,2,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,3,E,1,1,0.0006346153846153845,0.0006346153846157861,4.0158848468863084e-16,6.328060970847149e-13,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,3,nu,2,2,1008.062130177515,1008.062151856374,2.1678859070561884e-05,2.150547863605401e-08,relative,True,elastic,False
m3_j2,11,DSIGMA_DP,3,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,3,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,11,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,1,E,1,1,0.001615384615384615,0.001615384615385145,5.299580219109146e-16,3.2806925165903003e-13,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,1,nu,2,2,950.5917159763312,950.5917395472352,2.3570903977088165e-05,2.4796032825106324e-08,relative,True,elastic,False
m3_j2,12,DSIGMA_DP,1,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,1,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,2,E,1,1,0.0006923076923076922,0.0006923076923084993,8.071885174154581e-16,1.1659389695987469e-12,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,2,nu,2,2,1099.704142011834,1099.7041656618005,2.364996657888696e-05,2.1505753381096307e-08,relative,True,elastic,False
m3_j2,12,DSIGMA_DP,2,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,2,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,3,E,1,1,0.0006923076923076922,0.0006923076923084993,8.071885174154581e-16,1.1659389695987469e-12,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,3,nu,2,2,1099.704142011834,1099.7041656618005,2.364996657888696e-05,2.1505753381096307e-08,relative,True,elastic,False
m3_j2,12,DSIGMA_DP,3,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,3,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,12,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,1,E,1,1,0.001749999999999999,0.0017500000000005738,5.748439918518145e-16,3.2848228105807197e-13,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,1,nu,2,2,1029.807692307692,1029.8077178428382,2.5535146278343746e-05,2.4796033119496132e-08,relative,True,elastic,False
m3_j2,13,DSIGMA_DP,1,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,1,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,2,E,1,1,0.0007499999999999998,0.0007500000000012127,1.2128969703595338e-15,1.6171959604767636e-12,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,2,nu,2,2,1191.346153846154,1191.3461794672269,2.5621072836656822e-05,2.150598480797129e-08,relative,True,elastic,False
m3_j2,13,DSIGMA_DP,2,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,2,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,3,E,1,1,0.0007499999999999998,0.0007500000000012127,1.2128969703595338e-15,1.6171959604767636e-12,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,3,nu,2,2,1191.346153846154,1191.3461794672269,2.5621072836656822e-05,2.150598480797129e-08,relative,True,elastic,False
m3_j2,13,DSIGMA_DP,3,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,3,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,13,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,1,E,1,1,0.001884615384615384,0.0018846153846160025,6.184289191857317e-16,3.281459571188521e-13,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,1,nu,2,2,1109.023668639053,1109.023696138441,2.74993878974783e-05,2.4796032756765833e-08,relative,True,elastic,False
m3_j2,14,DSIGMA_DP,1,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,1,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,2,E,1,1,0.0008076923076923074,0.0008076923076939259,1.618497003086361e-15,2.0038534323886225e-12,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,2,nu,2,2,1282.988165680473,1282.9881932726532,2.759218023129506e-05,2.150618405997391e-08,relative,True,elastic,False
m3_j2,14,DSIGMA_DP,2,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,2,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,3,E,1,1,0.0008076923076923074,0.0008076923076939259,1.618497003086361e-15,2.0038534323886225e-12,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,3,nu,2,2,1282.988165680473,1282.9881932726532,2.759218023129506e-05,2.150618405997391e-08,relative,True,elastic,False
m3_j2,14,DSIGMA_DP,3,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,3,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,14,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,1,E,1,1,0.002019230769230768,0.0020192307692314315,6.635317295611287e-16,3.2860618987778456e-13,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,1,nu,2,2,1188.239644970414,1188.239674434044,2.9463629971360206e-05,2.4796032825106324e-08,relative,True,elastic,False
m3_j2,15,DSIGMA_DP,1,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,1,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,2,E,1,1,0.0008653846153846151,0.0008653846153866393,2.0242054560304368e-15,2.3390818602963675e-12,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,2,nu,2,2,1374.630177514792,1374.6302070780796,2.95632876259333e-05,2.1506356745042843e-08,relative,True,elastic,False
m3_j2,15,DSIGMA_DP,2,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,2,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,3,E,1,1,0.0008653846153846151,0.0008653846153866393,2.0242054560304368e-15,2.3390818602963675e-12,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,3,nu,2,2,1374.630177514792,1374.6302070780796,2.95632876259333e-05,2.1506356745042843e-08,relative,True,elastic,False
m3_j2,15,DSIGMA_DP,3,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,3,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,15,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,elastic,False
m3_j2,16,DSIGMA_DP,1,E,1,1,0.001339832274806641,0.0013398322748731147,6.647373623769326e-14,4.9613475868827295e-11,relative,True,inelastic,False
m3_j2,16,DSIGMA_DP,1,nu,2,2,1398.950170992773,1398.950202491278,3.1498504995397525e-05,2.2515815744766588e-08,relative,True,inelastic,False
m3_j2,16,DSIGMA_DP,1,SIGY0,3,3,0.6612090680100756,0.6612090680118854,1.8097745524414677e-12,2.737068561208747e-12,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,1,H,4,4,2.290081784669655e-05,2.2900817953086516e-05,1.063899673654084e-13,4.645684166537354e-09,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,2,E,1,1,0.001330083862596679,0.0013300838625662252,3.045372114207634e-14,2.2896090990322832e-11,relative,True,inelastic,False
m3_j2,16,DSIGMA_DP,2,nu,2,2,1400.524914503613,1400.5249460026903,3.1499077294938616e-05,2.2490907702031114e-08,relative,True,inelastic,False
m3_j2,16,DSIGMA_DP,2,SIGY0,3,3,-0.3306045340050378,-0.3306045340059427,9.048872762207338e-13,2.737068561208747e-12,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,2,H,4,4,-1.145040892334827e-05,-1.1450408976543258e-05,5.3194988764901883e-14,4.64568461038156e-09,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,3,E,1,1,0.001330083862596679,0.0013300838625662252,3.045372114207634e-14,2.2896090990322832e-11,relative,True,inelastic,False
m3_j2,16,DSIGMA_DP,3,nu,2,2,1400.524914503613,1400.5249460026903,3.1499077294938616e-05,2.2490907702031114e-08,relative,True,inelastic,False
m3_j2,16,DSIGMA_DP,3,SIGY0,3,3,-0.3306045340050378,-0.3306045340059427,9.048872762207338e-13,2.737068561208747e-12,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,3,H,4,4,-1.145040892334827e-05,-1.1450408976543258e-05,5.3194988764901883e-14,4.64568461038156e-09,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,16,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,1,E,1,1,0.001423169044914947,0.00142316904498059,6.564302053313487e-14,4.6124542101764266e-11,relative,True,inelastic,False
m3_j2,17,DSIGMA_DP,1,nu,2,2,1486.449615821431,1486.4496492890567,3.346762559885974e-05,2.2515142450244938e-08,relative,True,inelastic,False
m3_j2,17,DSIGMA_DP,1,SIGY0,3,3,0.6612090680100757,0.6612090680096117,4.640732242933154e-13,7.018555049317162e-13,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,1,H,4,4,6.662056100857184e-05,6.662056108552861e-05,7.69567650707112e-14,1.1551503592398868e-09,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,2,E,1,1,0.001413415477542526,0.0014134154775129154,2.961064553275161e-14,2.0949710827318316e-11,relative,True,inelastic,False
m3_j2,17,DSIGMA_DP,2,nu,2,2,1488.025192089284,1488.0252255575026,3.3468218589405296e-05,2.249170109120033e-08,relative,True,inelastic,False
m3_j2,17,DSIGMA_DP,2,SIGY0,3,3,-0.3306045340050379,-0.33060453400480583,2.32092123297889e-13,7.020234129472501e-13,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,2,H,4,4,-3.331028050428592e-05,-3.3310280542764303e-05,3.84783825353556e-14,1.1551503592398868e-09,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,3,E,1,1,0.001413415477542526,0.0014134154775129154,2.961064553275161e-14,2.0949710827318316e-11,relative,True,inelastic,False
m3_j2,17,DSIGMA_DP,3,nu,2,2,1488.025192089284,1488.0252255575026,3.3468218589405296e-05,2.249170109120033e-08,relative,True,inelastic,False
m3_j2,17,DSIGMA_DP,3,SIGY0,3,3,-0.3306045340050379,-0.33060453400480583,2.32092123297889e-13,7.020234129472501e-13,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,3,H,4,4,-3.331028050428592e-05,-3.3310280542764303e-05,3.84783825353556e-14,1.1551503592398868e-09,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,4,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,4,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,4,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,4,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,5,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,5,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,5,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,5,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,6,E,1,1,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,6,nu,2,2,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,6,SIGY0,3,3,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,17,DSIGMA_DP,6,H,4,4,0.0,0.0,0.0,,within_reference_resolution,True,inelastic,False
m3_j2,18,DSIGMA_DP,1,E,1,1,0.001506505815023253,0.0015065058150880652,6.481208798814198e-14,4.3021465525742617e-11,relative,True,inelastic,False
m3_j2,18,DSIGMA_DP,1,nu,2,2,1573.949060650089,1573.9490960868352,3.5436746202321956e-05,2.2514544015702337e-08,relative,True,inelastic,False
m3_j2,18,DSIGMA_DP,1,SIGY0,3,3,0.6612090680100754,0.6612090680118854,1.8099965970463927e-12,2.7374043772398138e-12,within_reference_resolution,True,inelastic,False
m3_j2,18,DSIGMA_DP,1,H,4,4,0.0001103403041704472,0.0001103403042179707,4.7523495013378214e-14,4.3069932922695576e-10,within_reference_resolution,True,inelastic,False
m3_j2,18,DSIGMA_DP,2,E,1,1,0.001496747092488373,0.0014967470924589286,2.9444328919492335e-14,1.9672213874903718e-11,relative,True,inelastic,False
m3_j2,18,DSIGMA_DP,2,nu,2,2,1575.525469674955,1575.525505111841,3.5436886037132354e-05,2.249210560042112e-08,relative,True,inelastic,False
m3_j2,18,DSIGMA_DP,2,SIGY0,3,3,-0.3306045340050377,-0.3306045340059427,9.049982985231964e-13,2.7374043772398138e-12,within_reference_resolution,True,inelastic,False
m3_j2,18,DSIGMA_DP,2,H,4,4,-5.517015208522359e-05,-5.517015210898535e-05,2.3761761059216263e-14,4.3069957487658035e-10,within_reference_resolution,True,inelastic,False
m3_j2,18,DSIGMA_DP,3,E,1,1,0.001496747092488373,0.0014967470924589286,2.9444328919492335e-14,1.9672213874903718e-11,relative,True,inelastic,False
