increment,array,row,parameter,oti,fd,abs_diff,rel_diff
12,DSIGMA_DP,2,NU,1.5005512918e+03,1.5005512917e+03,5.696e-08,3.796e-11
12,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
12,DSIGMA_DP,2,H,-3.8223477603e-05,-3.8223483045e-05,5.442e-12,5.442e-12
12,DSIGMA_DP,3,E,1.4964166036e-03,1.4964166039e-03,3.203e-13,3.203e-13
12,DSIGMA_DP,3,NU,1.5005512918e+03,1.5005512917e+03,5.696e-08,3.796e-11
12,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
12,DSIGMA_DP,3,H,-3.8223477603e-05,-3.8223483045e-05,5.442e-12,5.442e-12
12,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
12,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,1,E,1.6321724718e-03,1.6321724722e-03,4.428e-13,4.428e-13
13,DSIGMA_DP,1,NU,1.6238965428e+03,1.6238965428e+03,6.581e-09,4.053e-12
13,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853275e-01,3.354e-11,3.354e-11
13,DSIGMA_DP,1,H,1.4197291681e-04,1.4197291875e-04,1.940e-12,1.940e-12
13,DSIGMA_DP,2,E,1.6214137641e-03,1.6214137645e-03,3.786e-13,3.786e-13
13,DSIGMA_DP,2,NU,1.6255517286e+03,1.6255517285e+03,9.671e-08,5.949e-11
13,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
13,DSIGMA_DP,2,H,-7.0986458405e-05,-7.0986459377e-05,9.722e-13,9.722e-13
13,DSIGMA_DP,3,E,1.6214137641e-03,1.6214137645e-03,3.786e-13,3.786e-13
13,DSIGMA_DP,3,NU,1.6255517286e+03,1.6255517285e+03,9.671e-08,5.949e-11
13,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
13,DSIGMA_DP,3,H,-7.0986458405e-05,-7.0986459377e-05,9.722e-13,9.722e-13
13,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
13,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,1,E,1.7571781507e-03,1.7571781510e-03,3.261e-13,3.261e-13
14,DSIGMA_DP,1,NU,1.7488956691e+03,1.7488956690e+03,1.271e-07,7.267e-11
14,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853275e-01,3.354e-11,3.354e-11
14,DSIGMA_DP,1,H,2.0749887841e-04,2.0749885721e-04,2.120e-11,2.120e-11
14,DSIGMA_DP,2,E,1.7464109247e-03,1.7464109250e-03,3.369e-13,3.369e-13
14,DSIGMA_DP,2,NU,1.7505521654e+03,1.7505521654e+03,3.645e-08,2.082e-11
14,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
14,DSIGMA_DP,2,H,-1.0374943921e-04,-1.0374942860e-04,1.061e-11,1.061e-11
14,DSIGMA_DP,3,E,1.7464109247e-03,1.7464109250e-03,3.369e-13,3.369e-13
14,DSIGMA_DP,3,NU,1.7505521654e+03,1.7505521654e+03,3.645e-08,2.082e-11
14,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
14,DSIGMA_DP,3,H,-1.0374943921e-04,-1.0374942860e-04,1.061e-11,1.061e-11
14,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
14,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,1,E,1.8821838296e-03,1.8821838296e-03,9.437e-15,9.437e-15
15,DSIGMA_DP,1,NU,1.8738947954e+03,1.8738947954e+03,4.760e-08,2.540e-11
15,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853275e-01,3.354e-11,3.354e-11
15,DSIGMA_DP,1,H,2.7302484002e-04,2.7302485250e-04,1.248e-11,1.248e-11
15,DSIGMA_DP,2,E,1.8714080852e-03,1.8714080855e-03,2.953e-13,2.953e-13
15,DSIGMA_DP,2,NU,1.8755526023e+03,1.8755526022e+03,7.620e-08,4.063e-11
15,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
15,DSIGMA_DP,2,H,-1.3651242001e-04,-1.3651242625e-04,6.241e-12,6.241e-12
15,DSIGMA_DP,3,E,1.8714080852e-03,1.8714080855e-03,2.953e-13,2.953e-13
15,DSIGMA_DP,3,NU,1.8755526023e+03,1.8755526022e+03,7.620e-08,4.063e-11
15,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
15,DSIGMA_DP,3,H,-1.3651242001e-04,-1.3651242625e-04,6.241e-12,6.241e-12
15,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
15,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,1,E,2.0071895085e-03,2.0071895088e-03,2.928e-13,2.928e-13
16,DSIGMA_DP,1,NU,1.9988939218e+03,1.9988939217e+03,6.812e-08,3.408e-11
16,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853275e-01,3.354e-11,3.354e-11
16,DSIGMA_DP,1,H,3.3855080162e-04,3.3855081938e-04,1.776e-11,1.776e-11
16,DSIGMA_DP,2,E,1.9964052457e-03,1.9964052458e-03,5.362e-14,5.362e-14
16,DSIGMA_DP,2,NU,2.0005530391e+03,2.0005530391e+03,1.594e-08,7.968e-12
16,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
16,DSIGMA_DP,2,H,-1.6927540081e-04,-1.6927540969e-04,8.879e-12,8.879e-12
16,DSIGMA_DP,3,E,1.9964052457e-03,1.9964052458e-03,5.362e-14,5.362e-14
16,DSIGMA_DP,3,NU,2.0005530391e+03,2.0005530391e+03,1.594e-08,7.968e-12
16,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
16,DSIGMA_DP,3,H,-1.6927540081e-04,-1.6927540969e-04,8.879e-12,8.879e-12
16,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
16,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,1,E,2.1321951874e-03,2.1321951877e-03,2.761e-13,2.761e-13
17,DSIGMA_DP,1,NU,2.1238930481e+03,2.1238930481e+03,1.137e-08,5.354e-12
17,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853275e-01,3.354e-11,3.354e-11
17,DSIGMA_DP,1,H,4.0407676323e-04,4.0407675783e-04,5.397e-12,5.397e-12
17,DSIGMA_DP,2,E,2.1214024063e-03,2.1214024063e-03,1.195e-14,1.195e-14
17,DSIGMA_DP,2,NU,2.1255534760e+03,2.1255534759e+03,5.568e-08,2.620e-11
17,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
17,DSIGMA_DP,2,H,-2.0203838161e-04,-2.0203837892e-04,2.694e-12,2.694e-12
17,DSIGMA_DP,3,E,2.1214024063e-03,2.1214024063e-03,1.195e-14,1.195e-14
17,DSIGMA_DP,3,NU,2.1255534760e+03,2.1255534759e+03,5.568e-08,2.620e-11
17,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
17,DSIGMA_DP,3,H,-2.0203838161e-04,-2.0203837892e-04,2.694e-12,2.694e-12
17,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
17,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,1,E,2.2572008663e-03,2.2572008663e-03,4.058e-14,4.058e-14
18,DSIGMA_DP,1,NU,2.2488921744e+03,2.2488921744e+03,9.141e-09,4.065e-12
18,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853275e-01,3.354e-11,3.354e-11
18,DSIGMA_DP,1,H,4.6960272483e-04,4.6960272471e-04,1.216e-13,1.216e-13
18,DSIGMA_DP,2,E,2.2463995668e-03,2.2463995670e-03,1.703e-13,1.703e-13
18,DSIGMA_DP,2,NU,2.2505539128e+03,2.2505539127e+03,9.543e-08,4.240e-11
18,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
18,DSIGMA_DP,2,H,-2.3480136242e-04,-2.3480136235e-04,6.579e-14,6.579e-14
18,DSIGMA_DP,3,E,2.2463995668e-03,2.2463995670e-03,1.703e-13,1.703e-13
18,DSIGMA_DP,3,NU,2.2505539128e+03,2.2505539127e+03,9.543e-08,4.240e-11
18,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926637e-01,1.177e-11,1.177e-11
18,DSIGMA_DP,3,H,-2.3480136242e-04,-2.3480136235e-04,6.579e-14,6.579e-14
18,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
18,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,1,E,2.3822065453e-03,2.3822065452e-03,5.725e-14,5.725e-14
19,DSIGMA_DP,1,NU,2.3738913007e+03,2.3738913007e+03,2.965e-08,1.249e-11
19,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853252e-01,1.965e-10,1.965e-10
19,DSIGMA_DP,1,H,5.3512868644e-04,5.3512869158e-04,5.144e-12,5.144e-12
19,DSIGMA_DP,2,E,2.3713967274e-03,2.3713967275e-03,1.286e-13,1.286e-13
19,DSIGMA_DP,2,NU,2.3755543496e+03,2.3755543496e+03,3.517e-08,1.481e-11
19,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926626e-01,9.823e-11,9.823e-11
19,DSIGMA_DP,2,H,-2.6756434322e-04,-2.6756434579e-04,2.572e-12,2.572e-12
19,DSIGMA_DP,3,E,2.3713967274e-03,2.3713967275e-03,1.286e-13,1.286e-13
19,DSIGMA_DP,3,NU,2.3755543496e+03,2.3755543496e+03,3.517e-08,1.481e-11
19,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926626e-01,9.823e-11,9.823e-11
19,DSIGMA_DP,3,H,-2.6756434322e-04,-2.6756434579e-04,2.572e-12,2.572e-12
19,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
19,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,1,E,2.5072122242e-03,2.5072122244e-03,2.261e-13,2.261e-13
20,DSIGMA_DP,1,NU,2.4988904271e+03,2.4988904270e+03,5.016e-08,2.007e-11
20,DSIGMA_DP,1,SIGY0,6.6093853272e-01,6.6093853252e-01,1.965e-10,1.965e-10
20,DSIGMA_DP,1,H,6.0065464804e-04,6.0065465846e-04,1.042e-11,1.042e-11
20,DSIGMA_DP,2,E,2.4963938879e-03,2.4963938878e-03,1.130e-13,1.130e-13
20,DSIGMA_DP,2,NU,2.5005547865e+03,2.5005547865e+03,2.508e-08,1.003e-11
20,DSIGMA_DP,2,SIGY0,-3.3046926636e-01,-3.3046926626e-01,9.823e-11,9.823e-11
20,DSIGMA_DP,2,H,-3.0032732402e-04,-3.0032732923e-04,5.210e-12,5.210e-12
20,DSIGMA_DP,3,E,2.4963938879e-03,2.4963938878e-03,1.130e-13,1.130e-13
20,DSIGMA_DP,3,NU,2.5005547865e+03,2.5005547865e+03,2.508e-08,1.003e-11
20,DSIGMA_DP,3,SIGY0,-3.3046926636e-01,-3.3046926626e-01,9.823e-11,9.823e-11
20,DSIGMA_DP,3,H,-3.0032732402e-04,-3.0032732923e-04,5.210e-12,5.210e-12
20,DSIGMA_DP,4,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,4,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,4,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,4,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,5,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,5,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,5,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,5,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,6,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,6,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,6,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
20,DSIGMA_DP,6,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
1,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
1,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
1,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
1,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
2,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
2,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
2,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
2,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
3,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
3,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
3,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
3,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
4,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
4,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
4,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
4,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
5,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
5,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
5,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
5,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
6,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
6,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
6,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
6,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
7,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
7,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
7,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
7,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
8,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
8,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
8,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
8,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
9,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
9,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
9,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
9,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
10,DSTATEV_DP,EQPLAS,E,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
10,DSTATEV_DP,EQPLAS,NU,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
10,DSTATEV_DP,EQPLAS,SIGY0,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
10,DSTATEV_DP,EQPLAS,H,0.0000000000e+00,0.0000000000e+00,0.000e+00,0.000e+00
11,DSTATEV_DP,EQPLAS,E,5.3708354429e-09,5.3708354428e-09,1.053e-19,1.053e-19
11,DSTATEV_DP,EQPLAS,NU,-8.2628237583e-04,-8.2628237582e-04,1.158e-14,1.158e-14
11,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004626e-06,5.697e-17,5.697e-17
11,DSTATEV_DP,EQPLAS,H,-7.0986458405e-11,-7.0986458424e-11,1.923e-20,1.923e-20
12,DSTATEV_DP,EQPLAS,E,5.3750946304e-09,5.3750946308e-09,3.904e-19,3.904e-19
12,DSTATEV_DP,EQPLAS,NU,-8.2693763545e-04,-8.2693763544e-04,7.622e-15,7.622e-15
12,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004625e-06,1.570e-16,1.570e-16
12,DSTATEV_DP,EQPLAS,H,-4.9690520883e-10,-4.9690526826e-10,5.943e-17,5.943e-17
13,DSTATEV_DP,EQPLAS,E,5.3793538179e-09,5.3793538187e-09,7.862e-19,7.862e-19
13,DSTATEV_DP,EQPLAS,NU,-8.2759289506e-04,-8.2759289513e-04,6.633e-14,6.633e-14
13,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004623e-06,3.570e-16,3.570e-16
13,DSTATEV_DP,EQPLAS,H,-9.2282395926e-10,-9.2282405269e-10,9.343e-17,9.343e-17
14,DSTATEV_DP,EQPLAS,E,5.3836130054e-09,5.3836130058e-09,3.819e-19,3.819e-19
14,DSTATEV_DP,EQPLAS,NU,-8.2824815468e-04,-8.2824815458e-04,9.971e-14,9.971e-14
